id,text,class,language
164,"Könnten Sie den Grünstich in diesem flachen Rifffoto reduzieren, um den natürlichen Weißton des Sandes hervorzuheben?",UWIR,de
165,Kun je de groene tint in deze foto van het ondiepe rif verminderen om de natuurlijke witte tint van het zand naar voren te brengen?,UWIR,nl
166,Could you improve the visibility in this photo? It's too dim.,LLIE,en
167,Pourriez-vous améliorer la visibilité sur cette photo ? Il fait trop sombre.,LLIE,fr
168,¿Podrías mejorar la visibilidad en esta foto? Está demasiado oscuro.,LLIE,es
169,Könnten Sie die Sichtbarkeit auf diesem Foto verbessern? Es ist zu dunkel.,LLIE,de
170,Kunt u de zichtbaarheid op deze foto verbeteren? Het is te zwak.,LLIE,nl
171,Can you brighten this dim photo and improve the overall exposure?,LLIE,en
172,Pouvez-vous éclaircir cette photo sombre et améliorer l’exposition globale ?,LLIE,fr
173,¿Puedes iluminar esta foto oscura y mejorar la exposición general?,LLIE,es
174,Können Sie dieses dunkle Foto aufhellen und die Gesamtbelichtung verbessern?,LLIE,de
175,Kun jij deze vage foto helderder maken en de algehele belichting verbeteren?,LLIE,nl
176,"Bring out the sharp, intricate details in the brain coral formations on the reef flat.",UWIR,en
177,Faites ressortir les détails nets et complexes des formations de coraux cérébraux sur le platier récifal.,UWIR,fr
178,Resalte los detalles nítidos e intrincados de las formaciones de coral cerebro en la llanura del arrecife.,UWIR,es
179,"Bringen Sie die scharfen, komplizierten Details in den Gehirnkorallenformationen auf der Riffebene zum Vorschein.",UWIR,de
180,"Breng de scherpe, ingewikkelde details in de hersenkoraalformaties op het rifvlak naar voren.",UWIR,nl
181,Could you brighten the shadows and make this photo clearer?,LLIE,en
182,Pourriez-vous éclaircir les ombres et rendre cette photo plus claire ?,LLIE,fr
183,¿Podrías iluminar las sombras y aclarar esta foto?,LLIE,es
184,Könnten Sie die Schatten aufhellen und dieses Foto klarer machen?,LLIE,de
185,Kunt u de schaduwen helderder maken en deze foto duidelijker maken?,LLIE,nl
186,Can you make the blurry areas of this photo sharper?,blur,en
187,Pouvez-vous rendre les zones floues de cette photo plus nettes ?,blur,fr
188,¿Puedes hacer que las áreas borrosas de esta foto sean más nítidas?,blur,es
189,Können Sie die unscharfen Bereiche dieses Fotos schärfer machen?,blur,de
190,Kun jij de onscherpe delen van deze foto scherper maken?,blur,nl
191,The picture has a cloudy appearance. Can you get rid of that?,haze,en
192,L'image a un aspect trouble. Pouvez-vous vous en débarrasser ?,haze,fr
193,La imagen tiene una apariencia turbia. ¿Puedes deshacerte de eso?,haze,es
194,Das Bild wirkt wolkig. Kannst du das loswerden?,haze,de
195,Het beeld heeft een bewolkt uiterlijk. Kun je daar vanaf komen?,haze,nl
196,The raindrops on the lens are making this picture look messy. Could you fix it?,rain,en
197,Les gouttes de pluie sur l’objectif donnent à cette image un aspect désordonné. Pourriez-vous le réparer ?,rain,fr
198,Las gotas de lluvia en la lente hacen que esta imagen parezca desordenada. ¿Podrías arreglarlo?,rain,es
199,Die Regentropfen auf der Linse lassen dieses Bild unordentlich aussehen. Könnten Sie es reparieren?,rain,de
200,De regendruppels op de lens zorgen ervoor dat deze foto er rommelig uitziet. Kun je het repareren?,rain,nl
201,"Could you make this camping photo sharper so the stars, tents, and campfire flames look clear at higher resolution?",SR,en
202,"Pourriez-vous rendre cette photo de camping plus nette afin que les étoiles, les tentes et les flammes du feu de camp soient claires à une résolution plus élevée ?",SR,fr
203,"¿Podrías hacer que esta foto de campamento sea más nítida para que las estrellas, las tiendas de campaña y las llamas de la fogata se vean claras en una resolución más alta?",SR,es
204,"Könnten Sie dieses Campingfoto schärfer machen, damit die Sterne, Zelte und Lagerfeuerflammen bei höherer Auflösung deutlich zu sehen sind?",SR,de
205,"Kunt u deze kampeerfoto scherper maken, zodat de sterren, tenten en kampvuurvlammen er helder uitzien bij een hogere resolutie?",SR,nl
206,Could you enhance the brightness and improve the clarity of this photo?,LLIE,en
207,Pourriez-vous améliorer la luminosité et la clarté de cette photo ?,LLIE,fr
208,¿Podrías mejorar el brillo y la claridad de esta foto?,LLIE,es
209,Könnten Sie die Helligkeit erhöhen und die Klarheit dieses Fotos verbessern?,LLIE,de
210,Kunt u de helderheid en de helderheid van deze foto verbeteren?,LLIE,nl
211,The haziness is dulling the vibrancy of this photo. Can you improve it?,haze,en
212,Le flou ternit le dynamisme de cette photo. Pouvez-vous l'améliorer ?,haze,fr
213,La neblina está opacando la vitalidad de esta foto. ¿Puedes mejorarlo?,haze,es
214,Die Unschärfe trübt die Lebendigkeit dieses Fotos. Können Sie es verbessern?,haze,de
215,De wazigheid verzacht de levendigheid van deze foto. Kun je het verbeteren?,haze,nl
216,The rain in this picture is covering the background. Can you make it clearer and more focused?,rain,en
217,La pluie sur cette photo recouvre l'arrière-plan. Pouvez-vous le rendre plus clair et plus ciblé ?,rain,fr
218,La lluvia en esta imagen cubre el fondo. ¿Puedes hacerlo más claro y centrado?,rain,es
219,Der Regen auf diesem Bild bedeckt den Hintergrund. Können Sie es klarer und fokussierter formulieren?,rain,de
220,De regen op deze foto bedekt de achtergrond. Kunt u het duidelijker en doelgerichter maken?,rain,nl
221,Can you remove the noise from this picture? It’s important for a presentation.,noise,en
222,Pouvez-vous supprimer le bruit de cette image ? C’est important pour une présentation.,noise,fr
223,¿Puedes eliminar el ruido de esta imagen? Es importante para una presentación.,noise,es
224,Können Sie das Rauschen aus diesem Bild entfernen? Es ist wichtig für eine Präsentation.,noise,de
225,Kun jij de ruis uit deze foto verwijderen? Het is belangrijk voor een presentatie.,noise,nl
226,The rain is muting the colors in this photo. Could you brighten it up and remove the rain?,rain,en
227,La pluie atténue les couleurs de cette photo. Pourriez-vous l'éclairer et enlever la pluie ?,rain,fr
228,La lluvia está apagando los colores de esta foto. ¿Podrías alegrarlo y quitarle la lluvia?,rain,es
229,Der Regen dämpft die Farben auf diesem Foto. Könnten Sie es aufhellen und den Regen entfernen?,rain,de
230,De regen dempt de kleuren op deze foto. Kun je het opfleuren en de regen verwijderen?,rain,nl
231,This image looks lifeless because of the haze. Could you improve it for me?,haze,en
232,Cette image semble sans vie à cause de la brume. Pourriez-vous l'améliorer pour moi ?,haze,fr
233,Esta imagen parece sin vida debido a la neblina. ¿Podrías mejorarlo para mí?,haze,es
234,Dieses Bild wirkt aufgrund des Dunstes leblos. Könnten Sie es für mich verbessern?,haze,de
235,Dit beeld ziet er levenloos uit vanwege de waas. Kunt u het voor mij verbeteren?,haze,nl
236,Can you upscale this group selfie so everyone’s facial expressions look sharp instead of blurry blobs?,SR,en
237,Pouvez-vous améliorer ce selfie de groupe pour que les expressions faciales de chacun soient nettes au lieu de taches floues ?,SR,fr
238,¿Puedes mejorar esta selfie grupal para que las expresiones faciales de todos se vean nítidas en lugar de manchas borrosas?,SR,es
239,"Können Sie dieses Gruppen-Selfie so hochskalieren, dass die Mimik aller scharf und nicht verschwommen aussieht?",SR,de
240,"Kun jij deze groepsselfie opschalen, zodat de gezichtsuitdrukkingen van iedereen er scherp uitzien in plaats van wazige vlekken?",SR,nl
241,Could you make this photo sharper and remove the blur?,blur,en
242,Pourriez-vous rendre cette photo plus nette et supprimer le flou ?,blur,fr
243,¿Podrías hacer esta foto más nítida y eliminar el desenfoque?,blur,es
244,Könnten Sie dieses Foto schärfer machen und die Unschärfe entfernen?,blur,de
245,Kunt u deze foto scherper maken en de onscherpte verwijderen?,blur,nl
246,This photo is too rainy for my portfolio. Can you edit it to make it clear and vibrant?,rain,en
247,Cette photo est trop pluvieuse pour mon portfolio. Pouvez-vous le modifier pour le rendre clair et dynamique ?,rain,fr
248,Esta foto es demasiado lluviosa para mi portafolio. ¿Puedes editarlo para que quede claro y vibrante?,rain,es
249,"Dieses Foto ist zu regnerisch für mein Portfolio. Können Sie es bearbeiten, um es klar und lebendig zu machen?",rain,de
250,Deze foto is te regenachtig voor mijn portfolio. Kun je het bewerken om het duidelijk en levendig te maken?,rain,nl
251,Can you fix the exposure and bring out more of the details in this photo?,LLIE,en
252,Pouvez-vous corriger l'exposition et faire ressortir davantage de détails sur cette photo ?,LLIE,fr
253,¿Puedes arreglar la exposición y resaltar más detalles en esta foto?,LLIE,es
254,Können Sie die Belichtung korrigieren und mehr Details auf diesem Foto hervorheben?,LLIE,de
255,Kun jij de belichting corrigeren en meer details op deze foto naar voren halen?,LLIE,nl
256,The rain streaks are blocking the sharpness in this picture. Can you clean them up for me?,rain,en
257,Les traînées de pluie bloquent la netteté de cette image. Pouvez-vous les nettoyer pour moi ?,rain,fr
258,Las rayas de lluvia están bloqueando la nitidez de esta imagen. ¿Puedes limpiarlos por mí?,rain,es
259,Die Regenstreifen beeinträchtigen die Schärfe dieses Bildes. Kannst du sie für mich aufräumen?,rain,de
260,De regenstrepen belemmeren de scherpte in deze foto. Kunt u ze voor mij opruimen?,rain,nl
261,I need the grain in this photo reduced. It’s too visible for my project.,noise,en
262,J'ai besoin que le grain de cette photo soit réduit. C’est trop visible pour mon projet.,noise,fr
263,Necesito reducir la veta de esta foto. Es demasiado visible para mi proyecto.,noise,es
264,Ich muss die Körnung auf diesem Foto reduzieren. Es ist zu sichtbar für mein Projekt.,noise,de
265,Ik wil dat de korrel in deze foto verkleind wordt. Het is te zichtbaar voor mijn project.,noise,nl
266,Can you clear up the hazy effect and make this picture look more vivid?,haze,en
267,Pouvez-vous éliminer l'effet flou et rendre cette image plus vivante ?,haze,fr
268,¿Puedes aclarar el efecto nebuloso y hacer que esta imagen parezca más vívida?,haze,es
269,Können Sie den verschwommenen Effekt beseitigen und das Bild lebendiger wirken lassen?,haze,de
270,Kun jij het wazige effect ophelderen en deze foto er levendiger laten uitzien?,haze,nl
271,"Please super-resolve this blurry school art wall so the paintings, drawings, and crafts are detailed.",SR,en
272,"Veuillez super-résoudre ce mur d'art flou de l'école afin que les peintures, les dessins et les travaux manuels soient détaillés.",SR,fr
273,"Por favor, resuelva esta pared de arte escolar borrosa para que las pinturas, dibujos y manualidades estén detallados.",SR,es
274,"Bitte überarbeiten Sie die Auflösung dieser verschwommenen Schulkunstwand, damit die Gemälde, Zeichnungen und Kunsthandwerke detailliert dargestellt werden.",SR,de
275,"Geef deze wazige schoolkunstmuur een superresolutie, zodat de schilderijen, tekeningen en knutselwerkjes gedetailleerd zijn.",SR,nl
276,Could you adjust the white balance so the coral reef colors match what we saw during the dive?,UWIR,en
277,Pourriez-vous régler la balance des blancs pour que les couleurs des récifs coralliens correspondent à ce que nous avons vu pendant la plongée ?,UWIR,fr
278,¿Podrías ajustar el balance de blancos para que los colores de los arrecifes de coral coincidan con lo que vimos durante la inmersión?,UWIR,es
279,"Könnten Sie den Weißabgleich anpassen, damit die Farben des Korallenriffs mit denen übereinstimmen, die wir während des Tauchgangs gesehen haben?",UWIR,de
280,Kun je de witbalans aanpassen zodat de kleuren van het koraalrif overeenkomen met wat we tijdens de duik zagen?,UWIR,nl
281,Could you enhance the brightness and details of this dim photo?,LLIE,en
282,Pourriez-vous améliorer la luminosité et les détails de cette photo sombre ?,LLIE,fr
283,¿Podrías mejorar el brillo y los detalles de esta foto oscura?,LLIE,es
284,Könnten Sie die Helligkeit und Details dieses dunklen Fotos verbessern?,LLIE,de
285,Kunt u de helderheid en details van deze vage foto verbeteren?,LLIE,nl
286,Can you upscale this child’s school project scan so the drawings and text look neat and crisp?,SR,en
287,Pouvez-vous améliorer la numérisation du projet scolaire de cet enfant afin que les dessins et le texte soient nets et nets ?,SR,fr
288,¿Puedes mejorar el escaneo del proyecto escolar de este niño para que los dibujos y el texto se vean limpios y nítidos?,SR,es
289,"Können Sie den Scan des Schulprojekts dieses Kindes hochskalieren, damit die Zeichnungen und der Text sauber und klar aussehen?",SR,de
290,"Kunt u de scan van het schoolproject van dit kind opschalen, zodat de tekeningen en tekst er netjes en helder uitzien?",SR,nl
291,The haze in this picture is taking away from its quality. Could you help?,haze,en
292,La brume sur cette image nuit à sa qualité. Pourriez-vous aider ?,haze,fr
293,La neblina en esta imagen le resta calidad. ¿Podrías ayudar?,haze,es
294,Der Dunst in diesem Bild beeinträchtigt seine Qualität. Könnten Sie helfen?,haze,de
295,De waas op deze foto doet afbreuk aan de kwaliteit ervan. Kunt u helpen?,haze,nl
296,Can you clean up this blurry photo and make it clearer?,blur,en
297,Pouvez-vous nettoyer cette photo floue et la rendre plus claire ?,blur,fr
298,¿Puedes limpiar esta foto borrosa y hacerla más clara?,blur,es
299,Können Sie dieses verschwommene Foto bereinigen und klarer machen?,blur,de
300,Kun jij deze wazige foto opruimen en duidelijker maken?,blur,nl
301,This photo is covered in rain streaks. Could you clean them up and make it look sharp?,rain,en
302,Cette photo est couverte de traînées de pluie. Pourriez-vous les nettoyer et leur donner un aspect net ?,rain,fr
303,Esta foto está cubierta de rayas de lluvia. ¿Podrías limpiarlos y darle un aspecto nítido?,rain,es
304,"Dieses Foto ist mit Regenstreifen bedeckt. Könnten Sie sie aufräumen und dafür sorgen, dass sie scharf aussehen?",rain,de
305,Deze foto is bedekt met regenstrepen. Kun je ze opruimen en er scherp uit laten zien?,rain,nl
306,Can you help sharpen the blurry areas in this image?,blur,en
307,Pouvez-vous aider à rendre plus nettes les zones floues de cette image ?,blur,fr
308,¿Puedes ayudar a enfocar las áreas borrosas de esta imagen?,blur,es
309,"Können Sie helfen, die verschwommenen Bereiche in diesem Bild zu schärfen?",blur,de
310,Kun jij helpen de onscherpe gebieden in deze afbeelding scherper te maken?,blur,nl
311,The blur in this photo is distracting. Can you remove it and enhance the sharpness?,blur,en
312,Le flou sur cette photo est gênant. Pouvez-vous le supprimer et améliorer la netteté ?,blur,fr
313,El desenfoque en esta foto distrae. ¿Puedes eliminarlo y mejorar la nitidez?,blur,es
314,Die Unschärfe auf diesem Foto lenkt ab. Können Sie es entfernen und die Schärfe verbessern?,blur,de
315,De onscherpte op deze foto leidt af. Kun je het verwijderen en de scherpte verbeteren?,blur,nl
316,This picture has rain streaks that are ruining its clarity. Can you clean it up?,rain,en
317,Cette image présente des traînées de pluie qui gâchent sa clarté. Pouvez-vous le nettoyer ?,rain,fr
318,Esta imagen tiene rayas de lluvia que arruinan su claridad. ¿Puedes limpiarlo?,rain,es
319,"Dieses Bild weist Regenstreifen auf, die die Klarheit beeinträchtigen. Kannst du es aufräumen?",rain,de
320,Deze foto heeft regenstrepen die de helderheid verpesten. Kun jij het opruimen?,rain,nl
321,Can you fix the blur in this image and enhance the focus?,blur,en
322,Pouvez-vous corriger le flou de cette image et améliorer la mise au point ?,blur,fr
323,¿Puedes arreglar el desenfoque en esta imagen y mejorar el enfoque?,blur,es
324,Können Sie die Unschärfe in diesem Bild beheben und den Fokus verbessern?,blur,de
325,Kun jij de onscherpte in deze afbeelding corrigeren en de focus verbeteren?,blur,nl
326,Could you make this blurry image clear and sharp?,blur,en
327,Pourriez-vous rendre cette image floue claire et nette ?,blur,fr
328,¿Podrías hacer que esta imagen borrosa sea clara y nítida?,blur,es
329,Könnten Sie dieses verschwommene Bild klar und scharf machen?,blur,de
330,Kun jij dit wazige beeld helder en scherp maken?,blur,nl
331,"Could you make this beach volleyball photo sharper so the sand, net, and ball appear crisp?",SR,en
332,"Pourriez-vous rendre cette photo de beach-volley plus nette afin que le sable, le filet et le ballon paraissent nets ?",SR,fr
333,"¿Podrías hacer que esta foto de voleibol de playa sea más nítida para que la arena, la red y la pelota luzcan nítidas?",SR,es
334,"Könnten Sie dieses Beachvolleyball-Foto schärfer machen, damit Sand, Netz und Ball scharf erscheinen?",SR,de
335,"Kun je deze beachvolleybalfoto scherper maken, zodat het zand, het net en de bal er helder uitzien?",SR,nl
336,Can you make this blurry photo clearer and sharper?,blur,en
337,Pouvez-vous rendre cette photo floue plus claire et plus nette ?,blur,fr
338,¿Puedes hacer que esta foto borrosa sea más clara y nítida?,blur,es
339,Können Sie dieses verschwommene Foto klarer und schärfer machen?,blur,de
340,Kun jij deze onscherpe foto helderder en scherper maken?,blur,nl
341,The hazy look in this image is dulling its vibrancy. Can you improve the clarity?,haze,en
342,L’aspect flou de cette image atténue son dynamisme. Pouvez-vous améliorer la clarté ?,haze,fr
343,La mirada confusa de esta imagen está opacando su vitalidad. ¿Puedes mejorar la claridad?,haze,es
344,Das verschwommene Aussehen dieses Bildes trübt seine Lebendigkeit. Können Sie die Klarheit verbessern?,haze,de
345,De wazige blik in deze afbeelding maakt de levendigheid ervan dof. Kunt u de duidelijkheid verbeteren?,haze,nl
346,Could you make this photo smoother by removing the grainy areas?,noise,en
347,Pourriez-vous rendre cette photo plus lisse en supprimant les zones granuleuses ?,noise,fr
348,¿Podrías suavizar esta foto eliminando las áreas granuladas?,noise,es
349,"Könnten Sie dieses Foto glatter machen, indem Sie die körnigen Bereiche entfernen?",noise,de
350,Kunt u deze foto vloeiender maken door de korrelige delen te verwijderen?,noise,nl
351,Can you remove the blur from this image and enhance it?,blur,en
352,Pouvez-vous supprimer le flou de cette image et l'améliorer ?,blur,fr
353,¿Puedes eliminar el desenfoque de esta imagen y mejorarla?,blur,es
354,Können Sie die Unschärfe aus diesem Bild entfernen und es verbessern?,blur,de
355,Kun jij de onscherpte uit deze afbeelding verwijderen en verbeteren?,blur,nl
356,This picture has a lot of raindrops on the surface. Can you make them disappear?,rain,en
357,Cette image présente de nombreuses gouttes de pluie à la surface. Pouvez-vous les faire disparaître ?,rain,fr
358,Esta imagen tiene muchas gotas de lluvia en la superficie. ¿Puedes hacerlos desaparecer?,rain,es
359,Auf diesem Bild sind viele Regentropfen auf der Oberfläche zu sehen. Kannst du sie verschwinden lassen?,rain,de
360,Op deze foto zijn veel regendruppels op het oppervlak te zien. Kun jij ze laten verdwijnen?,rain,nl
361,This photo is too dim. Can you brighten it and enhance the details?,LLIE,en
362,Cette photo est trop sombre. Pouvez-vous l’éclairer et améliorer les détails ?,LLIE,fr
363,Esta foto es demasiado oscura. ¿Puedes iluminarlo y realzar los detalles?,LLIE,es
364,Dieses Foto ist zu dunkel. Können Sie es aufhellen und die Details hervorheben?,LLIE,de
365,Deze foto is te vaag. Kun jij het opfleuren en de details verbeteren?,LLIE,nl
366,The noise in this picture is distracting from the subject. Can you fix it?,noise,en
367,Le bruit sur cette image détourne l'attention du sujet. Pouvez-vous le réparer ?,noise,fr
368,El ruido en esta imagen distrae la atención del sujeto. ¿Puedes arreglarlo?,noise,es
369,Das Rauschen in diesem Bild lenkt vom Motiv ab. Können Sie es reparieren?,noise,de
370,De ruis op deze foto leidt af van het onderwerp. Kun je het repareren?,noise,nl
371,The image looks fuzzy. Can you remove the blur and enhance the sharpness?,blur,en
372,L'image semble floue. Pouvez-vous supprimer le flou et améliorer la netteté ?,blur,fr
373,La imagen parece borrosa. ¿Puedes eliminar el desenfoque y mejorar la nitidez?,blur,es
374,Das Bild sieht unscharf aus. Können Sie die Unschärfe entfernen und die Schärfe verbessern?,blur,de
375,Het beeld ziet er wazig uit. Kun jij de onscherpte verwijderen en de scherpte verbeteren?,blur,nl
376,Could you fix the blur in this image and make it sharper?,blur,en
377,Pourriez-vous corriger le flou de cette image et la rendre plus nette ?,blur,fr
378,¿Podrías arreglar el desenfoque de esta imagen y hacerla más nítida?,blur,es
379,Könnten Sie die Unschärfe in diesem Bild beheben und es schärfer machen?,blur,de
380,Kunt u de onscherpte in deze afbeelding corrigeren en scherper maken?,blur,nl
381,The rain is covering the background in this picture. Can you make it clearer and more vibrant?,rain,en
382,La pluie recouvre l'arrière-plan de cette photo. Pouvez-vous le rendre plus clair et plus dynamique ?,rain,fr
383,La lluvia cubre el fondo de esta imagen. ¿Puedes hacerlo más claro y vibrante?,rain,es
384,Der Regen bedeckt den Hintergrund in diesem Bild. Können Sie es klarer und lebendiger machen?,rain,de
385,Op deze foto bedekt de regen de achtergrond. Kunt u het duidelijker en levendiger maken?,rain,nl
386,The picture looks too grainy for my needs. Can you fix it?,noise,en
387,L'image semble trop granuleuse pour mes besoins. Pouvez-vous le réparer ?,noise,fr
388,La imagen parece demasiado granulada para mis necesidades. ¿Puedes arreglarlo?,noise,es
389,Das Bild sieht für meine Zwecke zu körnig aus. Können Sie es reparieren?,noise,de
390,Het beeld ziet er te korrelig uit voor mijn behoeften. Kun je het repareren?,noise,nl
391,Remove the greenish haze so the sandy seabed appears cleaner and more natural in tone.,UWIR,en
392,Supprimez la brume verdâtre pour que les fonds marins sablonneux paraissent plus propres et plus naturels.,UWIR,fr
393,Elimina la neblina verdosa para que el fondo marino arenoso parezca más limpio y de tono más natural.,UWIR,es
394,"Entfernen Sie den grünlichen Schleier, sodass der sandige Meeresboden sauberer und natürlicher erscheint.",UWIR,de
395,Verwijder de groenige waas zodat de zandige zeebodem er schoner en natuurlijker uitziet.,UWIR,nl
396,Please restore the vibrant green tones of the seagrass meadow while keeping the surrounding sandy seabed natural and realistic.,UWIR,en
397,Veuillez restaurer les tons verts vibrants de la prairie d'herbiers marins tout en gardant les fonds marins sablonneux environnants naturels et réalistes.,UWIR,fr
398,Restaure los vibrantes tonos verdes de la pradera marina mientras mantiene el fondo marino arenoso circundante natural y realista.,UWIR,es
399,"Bitte stellen Sie die leuchtenden Grüntöne der Seegraswiese wieder her, während der umliegende sandige Meeresboden natürlich und realistisch bleibt.",UWIR,de
400,"Herstel alstublieft de levendige groene tinten van de zeegrasweide, terwijl u de omringende zandige zeebodem natuurlijk en realistisch houdt.",UWIR,nl
401,The grain in this picture is ruining its overall aesthetic. Can you fix it?,noise,en
402,Le grain de cette image ruine son esthétique globale. Pouvez-vous le réparer ?,noise,fr
403,La veta de esta imagen está arruinando su estética general. ¿Puedes arreglarlo?,noise,es
404,Die Körnung in diesem Bild ruiniert seine Gesamtästhetik. Können Sie es reparieren?,noise,de
405,De korrel in deze foto verpest de algehele esthetiek. Kun je het repareren?,noise,nl
406,"Please upscale this skiing photo so the snow spray, ski poles, and mountain slope look crisp for a winter sports magazine.",SR,en
407,"Veuillez améliorer cette photo de ski afin que les embruns de neige, les bâtons de ski et les pentes de la montagne soient nets pour un magazine de sports d'hiver.",SR,fr
408,"Mejore esta foto de esquí para que la nieve, los bastones de esquí y la ladera de la montaña se vean nítidos para una revista de deportes de invierno.",SR,es
409,"Bitte skalieren Sie dieses Skifoto hoch, damit die Schneegischt, die Skistöcke und der Berghang für ein Wintersportmagazin klar aussehen.",SR,de
410,"Schaal deze skifoto op, zodat de sneeuw, de skistokken en de berghelling er helder uitzien voor een wintersportmagazine.",SR,nl
411,Can you make this blurry image clear and crisp?,blur,en
412,Pouvez-vous rendre cette image floue claire et nette ?,blur,fr
413,¿Puedes hacer que esta imagen borrosa sea clara y nítida?,blur,es
414,Können Sie dieses verschwommene Bild klar und scharf machen?,blur,de
415,Kun jij dit wazige beeld helder en scherp maken?,blur,nl
416,Can you super-resolve this blurry pizza photo so the toppings and melted cheese look appetizing at high resolution?,SR,en
417,Pouvez-vous super-résoudre cette photo de pizza floue pour que les garnitures et le fromage fondu soient appétissants en haute résolution ?,SR,fr
418,¿Puedes superresolver esta foto borrosa de pizza para que los aderezos y el queso derretido luzcan apetitosos en alta resolución?,SR,es
419,"Können Sie dieses verschwommene Pizzafoto superauflösen, sodass die Beläge und der geschmolzene Käse in hoher Auflösung appetitlich aussehen?",SR,de
420,Kun jij deze wazige pizzafoto zo oplossen dat de toppings en de gesmolten kaas er in hoge resolutie smakelijk uitzien?,SR,nl
421,"I’m working on a project, and this image is too noisy. Can you fix that for me?",noise,en
422,Je travaille sur un projet et cette image est trop bruyante. Pouvez-vous réparer ça pour moi ?,noise,fr
423,Estoy trabajando en un proyecto y esta imagen es demasiado ruidosa. ¿Puedes arreglar eso por mí?,noise,es
424,Ich arbeite an einem Projekt und dieses Bild ist zu verrauscht. Können Sie das für mich beheben?,noise,de
425,Ik werk aan een project en dit beeld bevat te veel ruis. Kunt u dat voor mij oplossen?,noise,nl
426,The haze in this photo is ruining the clarity. Can you make it crisper?,haze,en
427,La brume sur cette photo gâche la clarté. Pouvez-vous le rendre plus croustillant ?,haze,fr
428,La neblina en esta foto está arruinando la claridad. ¿Puedes hacerlo más crujiente?,haze,es
429,Der Dunst auf diesem Foto beeinträchtigt die Klarheit. Kannst du es knuspriger machen?,haze,de
430,De waas op deze foto verpest de helderheid. Kun je het knapperiger maken?,haze,nl
431,Can you remove the atmospheric haze in this image and make it more professional?,haze,en
432,Pouvez-vous supprimer la brume atmosphérique de cette image et la rendre plus professionnelle ?,haze,fr
433,¿Puedes eliminar la neblina atmosférica de esta imagen y hacerla más profesional?,haze,es
434,Können Sie den atmosphärischen Dunst in diesem Bild entfernen und es professioneller machen?,haze,de
435,Kun jij de atmosferische waas in dit beeld verwijderen en professioneler maken?,haze,nl
436,Can you improve the focus of this image and remove the blur?,blur,en
437,Pouvez-vous améliorer la mise au point de cette image et supprimer le flou ?,blur,fr
438,¿Puedes mejorar el enfoque de esta imagen y eliminar el desenfoque?,blur,es
439,Können Sie den Fokus dieses Bildes verbessern und die Unschärfe entfernen?,blur,de
440,Kunt u de focus van deze afbeelding verbeteren en de onscherpte verwijderen?,blur,nl
441,Could you brighten the sunlight reflections on the sandy bottom so the patterns are more pronounced without overexposing the coral nearby?,UWIR,en
442,Pourriez-vous éclaircir les reflets du soleil sur le fond sableux afin que les motifs soient plus prononcés sans surexposer le corail à proximité ?,UWIR,fr
443,¿Podrías iluminar los reflejos de la luz del sol en el fondo arenoso para que los patrones sean más pronunciados sin sobreexponer el coral cercano?,UWIR,es
444,"Könnten Sie die Sonnenlichtreflexionen auf dem Sandboden aufhellen, damit die Muster deutlicher hervortreten, ohne die Korallen in der Nähe zu überbelichten?",UWIR,de
445,"Kun je de zonlichtreflecties op de zandbodem helderder maken, zodat de patronen duidelijker worden zonder het nabijgelegen koraal te overbelichten?",UWIR,nl
446,Bring back the bright orange of the clownfish and make the sea anemone’s pink tips more noticeable.,UWIR,en
447,Faites revivre l’orange vif du poisson-clown et rendez les pointes roses de l’anémone de mer plus visibles.,UWIR,fr
448,Recupera el naranja brillante del pez payaso y haz que las puntas rosadas de la anémona de mar sean más visibles.,UWIR,es
449,Bringen Sie das leuchtende Orange des Clownfisches zurück und machen Sie die rosafarbenen Spitzen der Seeanemone deutlicher sichtbar.,UWIR,de
450,Breng het feloranje van de anemoonvis terug en laat de roze punten van de zeeanemoon beter opvallen.,UWIR,nl
451,Could you increase the sharpness of the coral’s intricate textures?,UWIR,en
452,Pourriez-vous augmenter la netteté des textures complexes du corail ?,UWIR,fr
453,¿Podrías aumentar la nitidez de las intrincadas texturas del coral?,UWIR,es
454,Könnten Sie die Schärfe der komplexen Texturen der Koralle erhöhen?,UWIR,de
455,Kun je de scherpte van de ingewikkelde texturen van het koraal vergroten?,UWIR,nl
456,This photo has too many rain streaks in it. Can you clean them up and make the image sharper?,rain,en
457,Cette photo comporte trop de traces de pluie. Pouvez-vous les nettoyer et rendre l'image plus nette ?,rain,fr
458,Esta foto tiene demasiadas rayas de lluvia. ¿Puedes limpiarlos y hacer la imagen más nítida?,rain,es
459,Auf diesem Foto sind zu viele Regenstreifen zu sehen. Können Sie sie bereinigen und das Bild schärfer machen?,rain,de
460,Deze foto bevat te veel regenstrepen. Kun jij ze opruimen en het beeld scherper maken?,rain,nl
461,This image is too fuzzy. Can you remove the blur and improve the details?,blur,en
462,Cette image est trop floue. Pouvez-vous supprimer le flou et améliorer les détails ?,blur,fr
463,Esta imagen es demasiado borrosa. ¿Puedes eliminar el desenfoque y mejorar los detalles?,blur,es
464,Dieses Bild ist zu unscharf. Können Sie die Unschärfe entfernen und die Details verbessern?,blur,de
465,Dit beeld is te vaag. Kun jij de onscherpte verwijderen en de details verbeteren?,blur,nl
466,"Could you enhance this blurry parade float photo so the decorations, costumes, and banners are visible?",SR,en
467,"Pourriez-vous améliorer cette photo floue du char de parade afin que les décorations, les costumes et les bannières soient visibles ?",SR,fr
